CustomerID,Recency_Days,Frequency_Orders,Monetary_Spend,Country,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
CUST-10781,26,15,1154.66,United Kingdom,3,5,4,354,Loyal Customers
CUST-10782,67,14,606.21,United Kingdom,1,4,2,142,At Risk
CUST-10783,30,18,1254.36,United States,2,5,5,255,Need Attention
CUST-10784,20,10,464.92,United Kingdom,3,2,1,321,Promising
CUST-10785,7,12,662.41,Spain,5,3,2,532,Loyal Customers
CUST-10786,10,14,893.87,Germany,4,4,3,443,Champions
CUST-10787,18,7,211.73,United Kingdom,3,1,1,311,Promising
CUST-10788,29,13,1651.06,United Kingdom,3,4,5,345,Loyal Customers
CUST-10789,10,16,1087.31,United Kingdom,4,5,4,454,Champions
CUST-10790,29,9,424.11,Germany,3,2,1,321,Promising
CUST-10791,109,8,1696.16,United Kingdom,1,1,5,115,Lost / Hibernating
CUST-10792,14,12,554.99,Germany,4,3,2,432,Loyal Customers
CUST-10793,13,14,635.38,United Kingdom,4,4,2,442,Champions
CUST-10794,15,14,847.82,United States,4,4,3,443,Champions
CUST-10795,29,11,804.22,United States,3,3,3,333,Loyal Customers
CUST-10796,37,11,785.81,United Kingdom,2,3,3,233,Need Attention
CUST-10797,70,14,846.69,United Kingdom,1,4,3,143,At Risk
CUST-10798,137,8,357.66,Germany,1,1,1,111,Lost / Hibernating
CUST-10799,21,11,755.93,United Kingdom,3,3,3,333,Loyal Customers
CUST-10800,7,14,849.05,United Kingdom,5,4,3,543,Champions
CUST-10801,24,10,469.45,United Kingdom,3,2,1,321,Promising
CUST-10802,37,12,802.56,Australia,2,3,3,233,Need Attention
CUST-10803,17,11,905.12,United Kingdom,4,3,3,433,Loyal Customers
CUST-10804,69,9,334.7,France,1,2,1,121,Lost / Hibernating
CUST-10805,20,9,461.17,France,3,2,1,321,Promising
CUST-10806,30,8,662.45,United States,2,1,2,212,About To Sleep
CUST-10807,23,6,682.93,United Kingdom,3,1,2,312,Promising
CUST-10808,12,11,1524.13,United Kingdom,4,3,5,435,Loyal Customers
CUST-10809,38,12,1778.28,Germany,2,3,5,235,Need Attention
CUST-10810,46,8,309.45,United Kingdom,2,1,1,211,About To Sleep
CUST-10811,53,13,481.9,United Kingdom,1,4,1,141,At Risk
CUST-10812,2,11,1022.39,Germany,5,3,4,534,Loyal Customers
CUST-10813,17,8,588.41,Germany,4,1,2,412,Recent Customers
CUST-10814,17,7,454.42,Germany,4,1,1,411,Recent Customers
CUST-10815,6,17,1708.28,United Kingdom,5,5,5,555,Champions
CUST-10816,10,9,410.15,United Kingdom,4,2,1,421,Recent Customers
CUST-10817,12,7,282.74,United Kingdom,4,1,1,411,Recent Customers
CUST-10818,10,15,1550.77,United Kingdom,4,5,5,455,Champions
CUST-10819,78,13,909.17,United Kingdom,1,4,3,143,At Risk
CUST-10820,19,12,941.4,United Kingdom,3,3,4,334,Loyal Customers
CUST-10821,71,9,699.19,Germany,1,2,3,123,Lost / Hibernating
CUST-10822,65,10,772.73,France,1,2,3,123,Lost / Hibernating
CUST-10823,45,13,1626.84,United Kingdom,2,4,5,245,Need Attention
CUST-10824,3,14,736.36,United Kingdom,5,4,3,543,Champions
CUST-10825,56,15,1153.59,United Kingdom,1,5,4,154,At Risk
CUST-10826,84,9,513.21,United Kingdom,1,2,2,122,Lost / Hibernating
CUST-10827,52,12,553.97,United Kingdom,1,3,2,132,At Risk
CUST-10828,110,9,362.92,Germany,1,2,1,121,Lost / Hibernating
CUST-10829,29,13,603.2,United Kingdom,3,4,2,342,Loyal Customers
CUST-10830,67,5,584.88,Spain,1,1,2,112,Lost / Hibernating
CUST-10831,3,7,358.44,France,5,1,1,511,Recent Customers
CUST-10832,38,6,781.39,Netherlands,2,1,3,213,About To Sleep
CUST-10833,73,6,709.47,United Kingdom,1,1,3,113,Lost / Hibernating
CUST-10834,46,11,614.99,France,2,3,2,232,Need Attention
CUST-10835,44,6,408.49,United Kingdom,2,1,1,211,About To Sleep
CUST-10836,44,11,675.91,United Kingdom,2,3,2,232,Need Attention
CUST-10837,41,9,2156.03,Australia,2,2,5,225,About To Sleep
CUST-10838,23,16,1264.56,United Kingdom,3,5,5,355,Loyal Customers
CUST-10839,48,12,579.96,United Kingdom,2,3,2,232,Need Attention
CUST-10840,47,7,572.97,United Kingdom,2,1,2,212,About To Sleep
CUST-10841,2,16,1055.47,France,5,5,4,554,Champions
CUST-10842,50,7,1152.62,Australia,1,1,4,114,Lost / Hibernating
CUST-10843,36,16,821.75,United Kingdom,2,5,3,253,Need Attention
CUST-10844,45,5,669.55,France,2,1,2,212,About To Sleep
CUST-10845,62,12,437.71,United Kingdom,1,3,1,131,At Risk
CUST-10846,22,16,1048.73,Germany,3,5,4,354,Loyal Customers
CUST-10847,15,19,982.33,United Kingdom,4,5,4,454,Champions
CUST-10848,3,27,2130.69,France,5,5,5,555,Champions
CUST-10849,39,9,500.44,United Kingdom,2,2,1,221,About To Sleep
CUST-10850,5,8,679.72,France,5,1,2,512,Recent Customers
CUST-10851,21,12,459.97,United Kingdom,3,3,1,331,Loyal Customers
CUST-10852,20,11,456.46,United States,3,3,1,331,Loyal Customers
CUST-10853,3,6,473.22,United Kingdom,5,1,1,511,Recent Customers
CUST-10854,4,8,459.65,United Kingdom,5,1,1,511,Recent Customers
CUST-10855,18,13,650.64,United Kingdom,3,4,2,342,Loyal Customers
CUST-10856,46,13,1191.7,United Kingdom,2,4,4,244,Need Attention
CUST-10857,43,15,1048.42,Germany,2,5,4,254,Need Attention
CUST-10858,60,10,355.96,United Kingdom,1,2,1,121,Lost / Hibernating
CUST-10859,46,10,427.93,Spain,2,2,1,221,About To Sleep
CUST-10860,3,14,668.45,Germany,5,4,2,542,Champions
CUST-10861,74,13,1279.6,United Kingdom,1,4,5,145,At Risk
CUST-10862,16,12,618.73,United Kingdom,4,3,2,432,Loyal Customers
CUST-10863,67,13,1059.45,United Kingdom,1,4,4,144,At Risk
CUST-10864,38,5,1046.5,United Kingdom,2,1,4,214,About To Sleep
CUST-10865,32,7,561.48,Spain,2,1,2,212,About To Sleep
CUST-10866,18,14,1155.43,United Kingdom,3,4,4,344,Loyal Customers
CUST-10867,54,16,1253.38,Germany,1,5,5,155,At Risk
CUST-10868,8,10,1012.21,United Kingdom,5,2,4,524,Recent Customers
CUST-10869,31,12,484.2,United Kingdom,2,3,1,231,Need Attention
CUST-10870,29,8,462.93,United Kingdom,3,1,1,311,Promising
CUST-10871,44,17,1203.33,Spain,2,5,4,254,Need Attention
CUST-10872,7,13,1393.25,United States,5,4,5,545,Champions
CUST-10873,64,13,1133.13,United Kingdom,1,4,4,144,At Risk
CUST-10874,9,14,992.37,United Kingdom,4,4,4,444,Champions
CUST-10875,17,17,1243.65,United Kingdom,4,5,5,455,Champions
CUST-10876,17,15,1512.08,United Kingdom,4,5,5,455,Champions
CUST-10877,19,12,602.18,United Kingdom,3,3,2,332,Loyal Customers
CUST-10878,12,12,740.49,Germany,4,3,3,433,Loyal Customers
CUST-10879,33,12,1487.94,United Kingdom,2,3,5,235,Need Attention
CUST-10880,46,16,929.35,United Kingdom,2,5,4,254,Need Attention
CUST-10881,8,11,732.62,United Kingdom,5,3,3,533,Loyal Customers
CUST-10882,40,10,454.49,United Kingdom,2,2,1,221,About To Sleep
CUST-10883,63,7,1052.98,United Kingdom,1,1,4,114,Lost / Hibernating
CUST-10884,2,13,1033.21,United States,5,4,4,544,Champions
CUST-10885,39,13,970.34,United Kingdom,2,4,4,244,Need Attention
CUST-10886,40,12,690.91,France,2,3,2,232,Need Attention
CUST-10887,6,6,497.74,United Kingdom,5,1,1,511,Recent Customers
CUST-10888,2,12,313.98,United Kingdom,5,3,1,531,Loyal Customers
CUST-10889,37,16,1094.15,United Kingdom,2,5,4,254,Need Attention
CUST-10890,16,8,729.42,United Kingdom,4,1,3,413,Recent Customers
CUST-10891,42,14,663.83,United Kingdom,2,4,2,242,Need Attention
CUST-10892,29,9,1085.23,France,3,2,4,324,Promising
CUST-10893,9,12,2936.52,Germany,4,3,5,435,Loyal Customers
CUST-10894,42,9,554.74,France,2,2,2,222,About To Sleep
CUST-10895,12,19,1340.45,United Kingdom,4,5,5,455,Champions
CUST-10896,47,11,762.97,United Kingdom,2,3,3,233,Need Attention
CUST-10897,40,8,486.48,United Kingdom,2,1,1,211,About To Sleep
CUST-10898,52,15,1119.79,United Kingdom,1,5,4,154,At Risk
CUST-10899,3,16,681.92,United Kingdom,5,5,2,552,Champions
CUST-10900,58,9,481.47,United Kingdom,1,2,1,121,Lost / Hibernating
CUST-10901,61,10,600.92,United Kingdom,1,2,2,122,Lost / Hibernating
CUST-10902,1,10,613.46,United Kingdom,5,2,2,522,Recent Customers
CUST-10903,27,12,486.72,Germany,3,3,1,331,Loyal Customers
CUST-10904,36,18,1652.68,Spain,2,5,5,255,Need Attention
CUST-10905,6,12,803.3,United Kingdom,5,3,3,533,Loyal Customers
CUST-10906,17,11,440.93,United Kingdom,4,3,1,431,Loyal Customers
CUST-10907,27,16,1779.3,Netherlands,3,5,5,355,Loyal Customers
CUST-10908,24,17,791.42,Germany,3,5,3,353,Loyal Customers
CUST-10909,105,6,486.47,United States,1,1,1,111,Lost / Hibernating
CUST-10910,39,13,866.87,Spain,2,4,3,243,Need Attention
CUST-10911,17,16,502.4,Germany,4,5,1,451,Champions
CUST-10912,1,7,406.22,United States,5,1,1,511,Recent Customers
CUST-10913,2,13,821.96,United Kingdom,5,4,3,543,Champions
CUST-10914,15,11,587.89,United Kingdom,4,3,2,432,Loyal Customers
CUST-10915,28,18,1164.87,United Kingdom,3,5,4,354,Loyal Customers
CUST-10916,11,8,1412.94,France,4,1,5,415,Recent Customers
CUST-10917,81,9,1173.35,United Kingdom,1,2,4,124,Lost / Hibernating
CUST-10918,1,11,848.46,Germany,5,3,3,533,Loyal Customers
CUST-10919,2,9,502.95,United States,5,2,1,521,Recent Customers
CUST-10920,9,5,152.24,United Kingdom,4,1,1,411,Recent Customers
CUST-10921,13,14,549.63,United Kingdom,4,4,2,442,Champions
CUST-10922,8,18,1025.21,United Kingdom,5,5,4,554,Champions
CUST-10923,27,12,583.63,United Kingdom,3,3,2,332,Loyal Customers
CUST-10924,48,16,1239.92,Netherlands,2,5,5,255,Need Attention
CUST-10925,8,8,415.95,United Kingdom,5,1,1,511,Recent Customers
CUST-10926,24,9,1048.47,United Kingdom,3,2,4,324,Promising
CUST-10927,22,13,2015.16,United Kingdom,3,4,5,345,Loyal Customers
CUST-10928,3,10,410.45,United Kingdom,5,2,1,521,Recent Customers
CUST-10929,17,15,804.88,France,4,5,3,453,Champions
CUST-10930,13,12,822.6,United Kingdom,4,3,3,433,Loyal Customers
CUST-10931,114,14,748.34,Netherlands,1,4,3,143,At Risk
CUST-10932,12,8,255.69,United Kingdom,4,1,1,411,Recent Customers
CUST-10933,6,16,650.46,United Kingdom,5,5,2,552,Champions
CUST-10934,50,11,879.44,France,1,3,3,133,At Risk
CUST-10935,66,12,640.97,France,1,3,2,132,At Risk
CUST-10936,39,16,877.36,France,2,5,3,253,Need Attention
CUST-10937,22,5,139.24,United Kingdom,3,1,1,311,Promising
CUST-10938,19,9,439.5,United Kingdom,3,2,1,321,Promising
CUST-10939,78,10,822.14,United Kingdom,1,2,3,123,Lost / Hibernating
CUST-10940,30,18,1274.67,United States,2,5,5,255,Need Attention
CUST-10941,26,8,522.25,France,3,1,2,312,Promising
CUST-10942,11,15,750.79,France,4,5,3,453,Champions
CUST-10943,10,17,3192.99,United Kingdom,4,5,5,455,Champions
CUST-10944,13,9,243.49,United Kingdom,4,2,1,421,Recent Customers
CUST-10945,58,12,768.2,United Kingdom,1,3,3,133,At Risk
CUST-10946,11,9,657.1,United Kingdom,4,2,2,422,Recent Customers
CUST-10947,23,16,1204.44,United Kingdom,3,5,4,354,Loyal Customers
CUST-10948,78,8,320.49,United Kingdom,1,1,1,111,Lost / Hibernating
CUST-10949,10,12,739.92,Germany,4,3,3,433,Loyal Customers
CUST-10950,12,6,525.69,United Kingdom,4,1,2,412,Recent Customers
CUST-10951,5,11,977.55,Australia,5,3,4,534,Loyal Customers
CUST-10952,8,15,973.14,United States,5,5,4,554,Champions
CUST-10953,100,11,653.65,United Kingdom,1,3,2,132,At Risk
CUST-10954,10,17,1283.59,United Kingdom,4,5,5,455,Champions
CUST-10955,73,7,495.7,United States,1,1,1,111,Lost / Hibernating
CUST-10956,62,10,426.94,United States,1,2,1,121,Lost / Hibernating
CUST-10957,90,8,650.16,United States,1,1,2,112,Lost / Hibernating
CUST-10958,7,8,466.73,United Kingdom,5,1,1,511,Recent Customers
CUST-10959,71,11,954.33,United Kingdom,1,3,4,134,At Risk
CUST-10960,15,15,1588.38,United Kingdom,4,5,5,455,Champions
CUST-10961,2,14,1128.97,Germany,5,4,4,544,Champions
CUST-10962,23,16,1093.93,United States,3,5,4,354,Loyal Customers
CUST-10963,5,15,889.9,United States,5,5,3,553,Champions
CUST-10964,81,15,1205.89,United Kingdom,1,5,4,154,At Risk
CUST-10965,56,10,500.41,Germany,1,2,1,121,Lost / Hibernating
CUST-10966,26,9,275.96,United Kingdom,3,2,1,321,Promising
CUST-10967,13,14,1616.96,United Kingdom,4,4,5,445,Champions
CUST-10968,3,17,720.16,Australia,5,5,3,553,Champions
CUST-10969,16,11,657.21,United States,4,3,2,432,Loyal Customers
CUST-10970,21,11,470.98,United States,3,3,1,331,Loyal Customers
CUST-10971,27,13,466.64,United Kingdom,3,4,1,341,Loyal Customers
CUST-10972,1,11,613.71,United Kingdom,5,3,2,532,Loyal Customers
CUST-10973,29,8,380.91,United Kingdom,3,1,1,311,Promising
CUST-10974,18,7,420.44,United Kingdom,3,1,1,311,Promising
CUST-10975,160,6,380.21,United Kingdom,1,1,1,111,Lost / Hibernating
CUST-10976,1,15,1113.59,Australia,5,5,4,554,Champions
CUST-10977,20,7,618.42,Germany,3,1,2,312,Promising
CUST-10978,13,14,728.2,United Kingdom,4,4,3,443,Champions
CUST-10979,6,13,1079.19,United Kingdom,5,4,4,544,Champions
CUST-10980,5,9,433.88,United Kingdom,5,2,1,521,Recent Customers
CUST-10981,25,14,693.62,United Kingdom,3,4,2,342,Loyal Customers
CUST-10982,15,15,924.18,United Kingdom,4,5,4,454,Champions
CUST-10983,33,11,375.9,United Kingdom,2,3,1,231,Need Attention
CUST-10984,29,20,809.43,United Kingdom,3,5,3,353,Loyal Customers
CUST-10985,18,6,214.94,Spain,3,1,1,311,Promising
CUST-10986,61,13,1031.08,Spain,1,4,4,144,At Risk
CUST-10987,41,12,602.73,France,2,3,2,232,Need Attention
CUST-10988,14,12,985.87,United Kingdom,4,3,4,434,Loyal Customers
CUST-10989,2,20,3323.39,United Kingdom,5,5,5,555,Champions
CUST-10990,64,6,516.74,Germany,1,1,2,112,Lost / Hibernating
CUST-10991,46,10,470.48,United Kingdom,2,2,1,221,About To Sleep
CUST-10992,8,13,937.88,United Kingdom,5,4,4,544,Champions
CUST-10993,48,12,1432.44,United Kingdom,2,3,5,235,Need Attention
CUST-10994,1,9,872.98,United States,5,2,3,523,Recent Customers
CUST-10995,64,7,923.79,Netherlands,1,1,4,114,Lost / Hibernating
CUST-10996,18,11,1142.82,United Kingdom,3,3,4,334,Loyal Customers
CUST-10997,3,12,745.69,Netherlands,5,3,3,533,Loyal Customers
CUST-10998,13,8,1403.7,Spain,4,1,5,415,Recent Customers
CUST-10999,10,8,462.73,United Kingdom,4,1,1,411,Recent Customers
CUST-11000,72,10,890.88,United Kingdom,1,2,3,123,Lost / Hibernating
CUST-11001,25,9,497.46,Germany,3,2,1,321,Promising
CUST-11002,26,15,1102.9,Germany,3,5,4,354,Loyal Customers
CUST-11003,33,14,956.58,United Kingdom,2,4,4,244,Need Attention
CUST-11004,19,10,648.31,United Kingdom,3,2,2,322,Promising
CUST-11005,10,16,912.12,United Kingdom,4,5,3,453,Champions
CUST-11006,19,11,1219.5,United Kingdom,3,3,4,334,Loyal Customers
CUST-11007,8,14,1761.06,United States,5,4,5,545,Champions
CUST-11008,18,9,443.93,United Kingdom,3,2,1,321,Promising
CUST-11009,36,9,807.41,Spain,2,2,3,223,About To Sleep
CUST-11010,9,10,383.46,United Kingdom,4,2,1,421,Recent Customers
CUST-11011,5,13,1192.17,Spain,5,4,4,544,Champions
CUST-11012,4,10,497.65,United Kingdom,5,2,1,521,Recent Customers
CUST-11013,28,10,1145.42,United States,3,2,4,324,Promising
CUST-11014,59,8,688.22,United Kingdom,1,1,2,112,Lost / Hibernating
CUST-11015,50,1,9.99,Netherlands,1,1,1,111,Lost / Hibernating
CUST-11016,14,12,894.57,United Kingdom,4,3,3,433,Loyal Customers
CUST-11017,8,13,893.15,France,5,4,3,543,Champions
CUST-11018,4,11,450.43,United Kingdom,5,3,1,531,Loyal Customers
CUST-11019,26,13,1637.17,Australia,3,4,5,345,Loyal Customers
CUST-11020,28,15,725.18,United Kingdom,3,5,3,353,Loyal Customers
CUST-11021,23,16,868.64,United Kingdom,3,5,3,353,Loyal Customers
CUST-11022,10,10,898.93,United Kingdom,4,2,3,423,Recent Customers
CUST-11023,33,10,398.73,Australia,2,2,1,221,About To Sleep
CUST-11024,43,10,992.68,United Kingdom,2,2,4,224,About To Sleep
CUST-11025,16,14,1022.17,Germany,4,4,4,444,Champions
CUST-11026,5,12,801.39,United Kingdom,5,3,3,533,Loyal Customers
CUST-11027,29,12,789.7,United Kingdom,3,3,3,333,Loyal Customers
CUST-11028,8,13,1839.66,United Kingdom,5,4,5,545,Champions
CUST-11029,31,18,1797.61,Germany,2,5,5,255,Need Attention
CUST-11030,1,13,411.87,Germany,5,4,1,541,Champions
CUST-11031,3,17,828.66,Germany,5,5,3,553,Champions
CUST-11032,35,7,544.04,United Kingdom,2,1,2,212,About To Sleep
CUST-11033,6,15,880.4,United Kingdom,5,5,3,553,Champions
CUST-11034,36,9,808.82,United Kingdom,2,2,3,223,About To Sleep
CUST-11035,13,9,315.22,United Kingdom,4,2,1,421,Recent Customers
CUST-11036,33,10,1030.91,Netherlands,2,2,4,224,About To Sleep
CUST-11037,1,14,1412.5,United Kingdom,5,4,5,545,Champions
CUST-11038,34,14,643.86,France,2,4,2,242,Need Attention
CUST-11039,13,10,438.46,United Kingdom,4,2,1,421,Recent Customers
CUST-11040,37,12,917.68,United Kingdom,2,3,3,233,Need Attention
CUST-11041,54,4,380.75,United Kingdom,1,1,1,111,Lost / Hibernating
CUST-11042,90,9,335.95,United Kingdom,1,2,1,121,Lost / Hibernating
CUST-11043,31,7,443.39,United Kingdom,2,1,1,211,About To Sleep
CUST-11044,28,11,562.21,Germany,3,3,2,332,Loyal Customers
CUST-11045,30,11,939.13,United States,2,3,4,234,Need Attention
CUST-11046,1,14,975.12,United Kingdom,5,4,4,544,Champions
CUST-11047,34,11,530.71,Australia,2,3,2,232,Need Attention
CUST-11048,30,21,987.4,United Kingdom,2,5,4,254,Need Attention
CUST-11049,8,10,1073.91,United Kingdom,5,2,4,524,Recent Customers
CUST-11050,1,11,575.15,United Kingdom,5,3,2,532,Loyal Customers
CUST-11051,53,9,771.91,United Kingdom,1,2,3,123,Lost / Hibernating
CUST-11052,76,10,317.22,United Kingdom,1,2,1,121,Lost / Hibernating
CUST-11053,105,12,533.83,United Kingdom,1,3,2,132,At Risk
CUST-11054,89,8,649.71,United Kingdom,1,1,2,112,Lost / Hibernating
CUST-11055,5,12,1117.89,United Kingdom,5,3,4,534,Loyal Customers
CUST-11056,4,8,507.71,United Kingdom,5,1,1,511,Recent Customers
CUST-11057,28,10,485.19,United States,3,2,1,321,Promising
CUST-11058,39,9,317.96,United Kingdom,2,2,1,221,About To Sleep
CUST-11059,11,20,1280.48,United Kingdom,4,5,5,455,Champions
CUST-11060,49,12,1193.45,United Kingdom,2,3,4,234,Need Attention
CUST-11061,11,13,534.97,United Kingdom,4,4,2,442,Champions
CUST-11062,31,14,485.7,France,2,4,1,241,Need Attention
CUST-11063,24,8,1166.82,France,3,1,4,314,Promising
CUST-11064,14,10,956.44,United Kingdom,4,2,4,424,Recent Customers
CUST-11065,2,17,1881.97,United Kingdom,5,5,5,555,Champions
CUST-11066,23,13,1369.32,United Kingdom,3,4,5,345,Loyal Customers
CUST-11067,62,13,728.15,United Kingdom,1,4,3,143,At Risk
CUST-11068,5,12,1124.96,United States,5,3,4,534,Loyal Customers
CUST-11069,2,15,642.1,United Kingdom,5,5,2,552,Champions
CUST-11070,76,10,557.94,United States,1,2,2,122,Lost / Hibernating
CUST-11071,8,16,1749.05,Spain,5,5,5,555,Champions
CUST-11072,28,18,953.39,United States,3,5,4,354,Loyal Customers
CUST-11073,18,10,897.99,Germany,3,2,3,323,Promising
CUST-11074,2,12,970.29,United Kingdom,5,3,4,534,Loyal Customers
CUST-11075,43,11,1158.91,United Kingdom,2,3,4,234,Need Attention
CUST-11076,34,11,859.98,Netherlands,2,3,3,233,Need Attention
CUST-11077,98,9,482.68,United States,1,2,1,121,Lost / Hibernating
CUST-11078,2,23,1657.13,United Kingdom,5,5,5,555,Champions
CUST-11079,103,5,171.92,United Kingdom,1,1,1,111,Lost / Hibernating
CUST-11080,67,15,1349.47,United Kingdom,1,5,5,155,At Risk
CUST-11081,99,9,464.21,United Kingdom,1,2,1,121,Lost / Hibernating
CUST-11082,32,12,734.86,United States,2,3,3,233,Need Attention
CUST-11083,24,10,1643.6,France,3,2,5,325,Promising
CUST-11084,18,10,513.95,United Kingdom,3,2,2,322,Promising
CUST-11085,20,9,573.14,United Kingdom,3,2,2,322,Promising
CUST-11086,19,6,221.24,United Kingdom,3,1,1,311,Promising
CUST-11087,47,14,850.67,Germany,2,4,3,243,Need Attention
CUST-11088,51,14,847.4,United Kingdom,1,4,3,143,At Risk
CUST-11089,31,14,613.94,Germany,2,4,2,242,Need Attention
CUST-11090,17,6,429.45,United Kingdom,4,1,1,411,Recent Customers
CUST-11091,36,8,518.96,Australia,2,1,2,212,About To Sleep
CUST-11092,3,13,978.14,United Kingdom,5,4,4,544,Champions
CUST-11093,16,15,583.94,United Kingdom,4,5,2,452,Champions
CUST-11094,46,14,718.63,United Kingdom,2,4,3,243,Need Attention
CUST-11095,15,14,1772.04,France,4,4,5,445,Champions
CUST-11096,21,9,651.95,France,3,2,2,322,Promising
CUST-11097,39,12,1049.44,United Kingdom,2,3,4,234,Need Attention
CUST-11098,48,18,1140.62,United Kingdom,2,5,4,254,Need Attention
CUST-11099,47,14,1257.86,Germany,2,4,5,245,Need Attention
CUST-11100,64,14,728.67,United Kingdom,1,4,3,143,At Risk
CUST-11101,55,13,1472.17,Germany,1,4,5,145,At Risk
CUST-11102,17,4,234.96,United Kingdom,4,1,1,411,Recent Customers
CUST-11103,12,8,295.46,United Kingdom,4,1,1,411,Recent Customers
CUST-11104,53,6,390.97,United Kingdom,1,1,1,111,Lost / Hibernating
CUST-11105,2,16,855.66,United Kingdom,5,5,3,553,Champions
CUST-11106,5,19,2095.72,United Kingdom,5,5,5,555,Champions
CUST-11107,1,11,814.19,United Kingdom,5,3,3,533,Loyal Customers
CUST-11108,31,9,942.9,United Kingdom,2,2,4,224,About To Sleep
CUST-11109,13,3,355.0,United Kingdom,4,1,1,411,Recent Customers
CUST-11110,21,10,344.98,United Kingdom,3,2,1,321,Promising
CUST-11111,6,16,776.46,United Kingdom,5,5,3,553,Champions
CUST-11112,2,13,659.36,Germany,5,4,2,542,Champions
CUST-11113,4,19,1420.67,United Kingdom,5,5,5,555,Champions
CUST-11114,4,13,774.36,United Kingdom,5,4,3,543,Champions
CUST-11115,57,9,747.92,United Kingdom,1,2,3,123,Lost / Hibernating
CUST-11116,27,15,1327.34,France,3,5,5,355,Loyal Customers
CUST-11117,2,21,1028.82,United Kingdom,5,5,4,554,Champions
CUST-11118,9,14,2235.97,United Kingdom,4,4,5,445,Champions
CUST-11119,14,13,599.93,United Kingdom,4,4,2,442,Champions
CUST-11120,10,14,747.38,United Kingdom,4,4,3,443,Champions
CUST-11121,17,14,1482.55,United Kingdom,4,4,5,445,Champions
CUST-11122,7,11,1066.94,United Kingdom,5,3,4,534,Loyal Customers
CUST-11123,25,10,726.86,United Kingdom,3,2,3,323,Promising
CUST-11124,19,14,1604.92,Germany,3,4,5,345,Loyal Customers
CUST-11125,10,18,1276.13,Spain,4,5,5,455,Champions
CUST-11126,50,7,618.44,United Kingdom,1,1,2,112,Lost / Hibernating
CUST-11127,26,8,628.18,United Kingdom,3,1,2,312,Promising
CUST-11128,36,15,1331.14,United Kingdom,2,5,5,255,Need Attention
CUST-11129,133,8,498.57,Spain,1,1,1,111,Lost / Hibernating
CUST-11130,63,18,1249.24,Germany,1,5,5,155,At Risk
CUST-11131,21,9,870.14,United Kingdom,3,2,3,323,Promising
CUST-11132,4,19,1722.41,Germany,5,5,5,555,Champions
CUST-11133,9,9,296.17,Germany,4,2,1,421,Recent Customers
CUST-11134,32,11,691.47,United Kingdom,2,3,2,232,Need Attention
CUST-11135,9,15,815.61,Netherlands,4,5,3,453,Champions
CUST-11136,46,15,1220.12,Germany,2,5,5,255,Need Attention
CUST-11137,4,11,1283.58,United Kingdom,5,3,5,535,Loyal Customers
CUST-11138,12,10,530.99,France,4,2,2,422,Recent Customers
CUST-11139,5,13,1991.78,United Kingdom,5,4,5,545,Champions
CUST-11140,190,10,493.97,United Kingdom,1,2,1,121,Lost / Hibernating
CUST-11141,20,11,681.93,United Kingdom,3,3,2,332,Loyal Customers
CUST-11142,37,8,748.89,Australia,2,1,3,213,About To Sleep
CUST-11143,17,12,698.72,United Kingdom,4,3,3,433,Loyal Customers
CUST-11144,33,10,525.91,United Kingdom,2,2,2,222,About To Sleep
CUST-11145,86,5,296.46,United Kingdom,1,1,1,111,Lost / Hibernating
CUST-11146,1,17,1029.9,United Kingdom,5,5,4,554,Champions
CUST-11147,93,12,932.93,United Kingdom,1,3,4,134,At Risk
CUST-11148,6,12,650.97,United Kingdom,5,3,2,532,Loyal Customers
CUST-11149,3,19,1569.15,Australia,5,5,5,555,Champions
CUST-11150,117,8,395.24,United Kingdom,1,1,1,111,Lost / Hibernating
CUST-11151,2,10,1244.38,United Kingdom,5,2,5,525,Recent Customers
CUST-11152,46,11,417.93,United Kingdom,2,3,1,231,Need Attention
CUST-11153,11,11,552.47,Germany,4,3,2,432,Loyal Customers
CUST-11154,7,13,1028.39,France,5,4,4,544,Champions
CUST-11155,52,8,432.23,United Kingdom,1,1,1,111,Lost / Hibernating
CUST-11156,4,17,2108.97,United Kingdom,5,5,5,555,Champions
CUST-11157,30,12,717.37,United Kingdom,2,3,3,233,Need Attention
CUST-11158,2,13,925.64,United States,5,4,4,544,Champions
CUST-11159,6,12,824.39,United Kingdom,5,3,3,533,Loyal Customers
CUST-11160,171,11,402.69,Australia,1,3,1,131,At Risk
CUST-11161,9,14,569.49,United States,4,4,2,442,Champions
CUST-11162,79,7,538.43,United Kingdom,1,1,2,112,Lost / Hibernating
CUST-11163,114,11,2534.79,United Kingdom,1,3,5,135,At Risk
CUST-11164,6,17,930.46,Germany,5,5,4,554,Champions
CUST-11165,37,8,634.96,United Kingdom,2,1,2,212,About To Sleep
CUST-11166,18,15,1224.16,United Kingdom,3,5,5,355,Loyal Customers
CUST-11167,23,12,674.72,Spain,3,3,2,332,Loyal Customers
CUST-11168,4,11,525.2,United Kingdom,5,3,2,532,Loyal Customers
CUST-11169,14,14,986.41,Spain,4,4,4,444,Champions
CUST-11170,45,17,1939.62,United States,2,5,5,255,Need Attention
CUST-11171,3,14,1629.58,United Kingdom,5,4,5,545,Champions
CUST-11172,22,14,844.4,United Kingdom,3,4,3,343,Loyal Customers
CUST-11173,25,12,454.66,United Kingdom,3,3,1,331,Loyal Customers
CUST-11174,32,8,932.73,France,2,1,4,214,About To Sleep
